scientific_name,common_name_uk,edibility_status,has_photos,in_top20,is_popular,is_poisonous,is_deadly,is_red_listed,rarity_label_uk,in_ai_recognition,has_ai_prompt,legacy_id,zones,key_features_ai,season,photo_path
Hygrophorus nemoreus,Гігрофор дібровний,edible,0,0,0,0,0,0,,0,1,,Івано-Франківська|АР Крим|Кіровоградська|Львівська|Полтавська|Тернопільська|Харківська,"• Шапка: 3–8 см у діаметрі; щільно-товстом’ясиста, опукла, згодом плоско-розпростерта; рудувато-оранжева, суха, шорстка, іноді тонковолокниста, майже повстиста; край рівний, тонкий. • Пластинки: кольору шапки, товсті, низько спускаються на ніжку; прирослі. • Ніжка: 4–8 см × 1–1,8 см; циліндрична, щільна, кольору шапки; волокнисто-штрихувата; без кільця та піхви. • М’якоть: щільний, білий; на зламі не змінюється; з приємним запахом; смак м’який. • Споровий порошок: білий.",вересень — листопад.,
Hygrophorus camarophyllus,Гігрофор козячий,edible,0,0,0,0,0,0,,0,1,,Івано-Франківська|Волинська|Житомирська|Закарпатська|Київська|Львівська|Рівненська|Сумська|Чернівецька|Чернігівська,"• Шапка: 5–18 см у діаметрі; щільно-товстом’ясиста, конусовидно-, опукло- або увігнуто-розпростерта; коричнево- або буро-сіра, в центрі темніша; поверхня спочатку клейкувата, згодом суха, грубоволокниста; край рівний, тонкий. • Пластинки: білі, з часом сіруваті, рідкі, товсті, широкі; низько спускаються на ніжку. • Ніжка: 6–12 см × 1–2,5 см; циліндрична, донизу поступово звужується; кольору шапки; волокнисто-штрихувата, щільна, з підземним виростом; без кільця та піхви. • М’якоть: білий, з віком злегка буріє; на зламі не змінюється; без особливого запаху; смак м’який. • Споровий порошок: білий.",вересень — жовтень.,
Hygrophorus virgineus,Гігрофор дівочий,edible,0,0,0,0,0,0,,0,1,,Івано-Франківська|Волинська|Житомирська|Київська|Кіровоградська|Львівська|Полтавська|Рівненська|Тернопільська|Харківська,"• Шапка: 2–5 (6) см у діаметрі; м’ясиста, опукло-розпростерта, з підігнутим, іноді лопатевидним краєм; біла, гола, гладенька, іноді з червонуватими розпливчастими плямами; край рівний, тонкий. • Пластинки: білі, дуже рідкі, товсті; низько спускаються на ніжку; прирослі. • Ніжка: 2–5 (6) см × 0,5–1,5 см; циліндрична, донизу звужена; біла, гола, гладенька; щільна; без кільця та піхви. • М’якоть: білий, щільний; на зламі не змінюється; без особливого запаху; смак м’який. • Споровий порошок: білий.",серпень — жовтень.,
Hygrophorus fornicatus,Гігрофор склепистий,edible,0,0,0,0,0,0,,0,1,,Івано-Франківська|Кіровоградська|Львівська|Полтавська|Тернопільська|Харківська,"• Шапка: 3–6 см у діаметрі; здебільшого асиметрична, конусовидна, дзвоникоподібна, згодом розпростерта, з горбочком; біла, брудно-біла, іноді з оливковим або коричнюватим відтінком у центрі; поверхня гола, гладенька; край рівний, тонкий. • Пластинки: білі, широкоприрослі; рідкі, товсті. • Ніжка: 3–6 (8) см × 0,4–1,2 см; циліндрична, донизу звужена; кольору шапки; гладенька, щільна; без кільця та піхви. • М’якоть: білий, щільний; на зламі не змінюється; без особливого запаху; смак м’який. • Споровий порошок: білий.",серпень — жовтень.,
Hygrophorus foetens,Гігрофор смердючий,inedible,0,0,0,0,0,0,,0,1,,Волинська|Житомирська|Київська|Рівненська,"• Шапка: 1,5–2,5 см у діаметрі; напівкуляста, згодом розпростерта; бура або темно-коричнева, при достиганні тріщинувата; суха, гола або злегка повстиста; край рівний. • Пластинки: брудно-сірі, спускаються на ніжку; рідкі. • Ніжка: 2,5–4 см × 0,3–0,4 см; циліндрична, кольору шапки; щільна; без кільця та піхви. • М’якоть: буруватий, тонкий; на зламі не змінюється; з дуже неприємним запахом; смак м’який. • Споровий порошок: білий.",серпень — жовтень.,
Hygrophorus capreolarius,Гігрофор винно-червоний,edible,0,0,0,0,0,0,,0,1,,Івано-Франківська|Волинська|Житомирська|Закарпатська|Київська|Львівська|Рівненська|Чернівецька,"• Шапка: 4–8 см у діаметрі; напівкуляста, згодом опукло-розпростерта, з тупим горбочком у центрі, зрідка увігнута, з опущеним краєм; кольору вина, коричнево-пурпурова; поверхня волокниста, злегка повстиста; край рівний, тонкий. • Пластинки: кольору шапки, з прожилками, біля ніжки вилочковидно розгалужені; спускаються на ніжку. • Ніжка: 3–6 см × 0,8–2,5 см; донизу злегка потовщена; кольору шапки або світліша; сітчаста, щільна; без кільця та піхви. • М’якоть: пурпуровий, коричнювато-червоний; на зламі не змінюється; з приємним запахом; смак м’який. • Споровий порошок: рожевувато-білий.",серпень — жовтень.,
Hygrophorus marzuolus,Гігрофор ранній,edible,0,0,0,0,0,0,,0,1,,Івано-Франківська|Закарпатська|Львівська|Чернівецька,"• Шапка: 4–10 см у діаметрі; щільно-товстом’ясиста, опукло- або подушковидно-розпростерта, іноді асиметрична; білувата, згодом сіра, до бурувато- або чорнувато-сірої; поверхня суха, гола; край опущений, нерівний, часто хвилястий. • Пластинки: білі, білуваті, сірі, рідкі, вузькі; злегка спускаються на ніжку. • Ніжка: 3–6 см × 1,5–4 см; циліндрична, біла, білувата, сіра; вгорі борошниста, щільна, часто з порожниною, нижче волокниста; без кільця та піхви. • М’якоть: щільний, білий; на зламі згодом сіріє; з приємним запахом; смак м’який. • Споровий порошок: білий.",квітень — травень (навесні або на початку літа).,
Hygrophorus penarius,Гігрофор їстівний,edible,0,0,0,0,0,0,,0,1,,Івано-Франківська|Закарпатська|Львівська|Полтавська|Харківська|Чернівецька,"• Шапка: (5) 6–10 см у діаметрі; опукло-розпростерта, іноді з горбочком; щільном’ясиста; білувата, кольору шкіри, жовтувата, солом’яно-жовта, до краю світліша; поверхня спочатку клейкувата, згодом суха; край рівний, тонкий. • Пластинки: кремові, жовтуваті, дуже низько спускаються на ніжку; рідкі. • Ніжка: 3–6 см × 1,5–2 см; до середини потовщена, з кореневидним виростом; кольору шапки; тонкозерниста, щільна; без кільця та піхви. • М’якоть: білий, щільний; на зламі не змінюється; з приємним запахом; смак м’який. • Споровий порошок: білий.",вересень — листопад.,
Hygrophorus lucorum,Гігрофор модриновий,edible,0,0,0,0,0,0,,0,1,,Івано-Франківська|Кіровоградська|Львівська|Полтавська|Тернопільська|Харківська,"• Шапка: 2–5 см у діаметрі; б.-м. опукло-розпростерта з опущеним краєм; лимонно-жовта, по краю з залишками покривала; поверхня слизька, гола; край рівний, тонкий. • Пластинки: білуваті, згодом жовтіють, злегка спускаються на ніжку; рідкі. • Ніжка: 4–6 см × 0,7–1 см; циліндрична, білувата або світло-лимонно-жовта, з залишками кортини; біловолокниста, вгорі борошнисто-біла, щільна; без справжнього кільця. • М’якоть: білий, під шкіркою жовтий; на зламі не змінюється; без особливого запаху; смак м’який. • Споровий порошок: білий.",вересень — листопад.,
Coprinus comatus,Гнойовик білий,edible,0,0,0,0,0,0,,0,1,,АР Крим|Волинська|Вінницька|Дніпропетровська|Донецька|Житомирська|Запорізька|Київська|Кіровоградська|Луганська|Миколаївська|Одеська|Полтавська|Рівненська|Сумська|Тернопільська|Харківська|Херсонська|Хмельницька|Черкаська|Чернігівська,"• Шапка: 5–15 см у діаметрі; циліндрична, видовжена, біла, з буруватими лусками; поверхня волокнисто-луската; край підігнутий, з часом розпливається. • Пластинки: вільні, білі → рожеві → чорні, розпливаються (автоліз); дуже густі. • Ніжка: 10–20 см × 1–2 см; циліндрична, біла, з рухомим кільцем; щільна, порожниста; з кільцем. • М’якоть: білий, м’який; на зламі не змінюється; без особливого запаху; смак м’який. • Споровий порошок: чорний.",травень — листопад.,
Coprinus atramentarius,Гнойовик сірий,conditionally_edible,0,0,0,0,0,0,,0,1,,АР Крим|Волинська|Вінницька|Дніпропетровська|Донецька|Житомирська|Запорізька|Київська|Кіровоградська|Луганська|Миколаївська|Одеська|Полтавська|Рівненська|Сумська|Тернопільська|Харківська|Хмельницька|Черкаська|Чернігівська,"• Шапка: 3–8 см у діаметрі; дзвоникоподібна, згодом розпростерта; сірувато-коричнева, з лусками; поверхня волокнисто-луската; край підігнутий, з часом розпливається. • Пластинки: білі → чорні, розпливаються (автоліз); вільні, густі. • Ніжка: 5–10 см × 0,5–1,5 см; циліндрична, біла, без кільця; щільна, порожниста. • М’якоть: білий, м’який; на зламі не змінюється; без особливого запаху; смак м’який. • Споровий порошок: чорний.",травень — листопад.,
Coprinus micaceus,Гнойовик мерехтливий,edible,0,0,0,0,0,0,,0,1,,АР Крим|Волинська|Вінницька|Дніпропетровська|Донецька|Житомирська|Запорізька|Київська|Кіровоградська|Луганська|Миколаївська|Одеська|Полтавська|Рівненська|Сумська|Тернопільська|Харківська|Хмельницька|Черкаська|Чернігівська,"• Шапка: 2–5 см у діаметрі; дзвоникоподібна, згодом розпростерта; жовтувато-коричнева, з блискучими зернятками; поверхня зернисто-луската; край підігнутий, з часом розпливається. • Пластинки: білі → чорні, розпливаються (автоліз); вільні, густі. • Ніжка: 3–8 см × 0,2–0,4 см; циліндрична, біла; щільна, порожниста; без кільця. • М’якоть: білий, тонкий; на зламі не змінюється; без особливого запаху; смак м’який. • Споровий порошок: чорний.",травень — листопад.,
Coprinus radians,Гнойовик променистий,inedible,0,0,0,0,0,0,,0,1,,Волинська|Житомирська|Київська|Полтавська|Рівненська|Сумська|Харківська|Чернігівська,"• Шапка: 1–3 см у діаметрі; дзвоникоподібна, згодом розпростерта; жовтувато-оранжева, з волокнистими лусками; поверхня волокнисто-луската; край підігнутий, з часом розпливається. • Пластинки: чорні, розпливаються (автоліз); вільні, густі. • Ніжка: 2–5 см × 0,2–0,3 см; циліндрична, білувата; щільна, порожниста; без кільця. • М’якоть: тонкий, білуватий; на зламі не змінюється; без особливого запаху; смак м’який. • Споровий порошок: чорний.",травень — жовтень.,
Coprinus lagopus,Гнойовик заяча лапа,inedible,0,0,0,0,0,0,,0,1,,Волинська|Житомирська|Київська|Полтавська|Рівненська|Сумська|Харківська|Чернігівська,"• Шапка: 1–3 см у діаметрі; дзвоникоподібна, згодом розпростерта; білувата, з волосками; поверхня волосиста; край підігнутий, з часом розпливається. • Пластинки: чорні, розпливаються (автоліз); вільні, густі. • Ніжка: 3–8 см × 0,2–0,3 см; циліндрична, біла, волосиста; щільна, порожниста; без кільця. • М’якоть: тонкий, білуватий; на зламі не змінюється; без особливого запаху; смак м’який. • Споровий порошок: чорний.",травень — жовтень.,
Hypholoma fasciculare,Опеньок сірчано-жовтий,poisonous,0,0,0,1,0,0,,0,1,,АР Крим|Волинська|Вінницька|Житомирська|Київська|Кіровоградська|Полтавська|Рівненська|Сумська|Тернопільська|Харківська|Хмельницька|Черкаська|Чернігівська,"• Шапка: 2–6 см у діаметрі; спочатку дзвоникоподібна, згодом плоско-розпростерта, часто з горбочком; сірчано-жовта, в центрі оранжево-коричнева; поверхня гладенька, гола; край рівний, тонкий. • Пластинки: сірчано-жовті → оливково-чорні; густі, прирослі. • Ніжка: 3–10 см × 0,3–0,8 см; циліндрична, сірчано-жовта, волокниста; щільна, порожниста; без кільця та піхви. • М’якоть: жовтуватий; на зламі не змінюється; з неприємним запахом; смак дуже гіркий. • Споровий порошок: оливково-чорний.",травень — листопад.,
Hypholoma capnoides,Опеньок димчастий,edible,0,0,0,0,0,0,,0,1,,Волинська|Житомирська|Київська|Полтавська|Рівненська|Сумська|Харківська|Чернігівська,"• Шапка: 2–6 см у діаметрі; спочатку дзвоникоподібна, згодом плоско-розпростерта; жовтувато-коричнева, до краю світліша; поверхня гладенька, гола; край рівний, тонкий. • Пластинки: сірі → димчасто-сірі; густі, прирослі. • Ніжка: 3–8 см × 0,3–0,6 см; циліндрична, жовтувата, волокниста; щільна, порожниста; без кільця та піхви. • М’якоть: білуватий; на зламі не змінюється; з приємним запахом; смак м’який, без гіркоти. • Споровий порошок: темно-коричневий.",серпень — жовтень.,
Stropharia aeruginosa,Строфарія синьо-зелена,inedible,0,0,0,0,0,0,,0,1,,Волинська|Житомирська|Київська|Полтавська|Рівненська|Сумська|Харківська|Чернігівська,"• Шапка: 3–8 см у діаметрі; спочатку напівсферична, згодом плоско-розпростерта; синьо-зелена, з білими пластівцями; поверхня слизька, гола; край рівний, тонкий, з пластівцями. • Пластинки: сірі → темно-коричневі; густі, прирослі. • Ніжка: 4–8 см × 0,5–1 см; циліндрична, синьо-зелена, з кільцем; щільна, порожниста. • М’якоть: синювато-зелений; на зламі не змінюється; без особливого запаху; смак м’який. • Споровий порошок: темно-пурпурово-коричневий.",серпень — жовтень.,
Pholiota squarrosa,Лускатка луската,conditionally_edible,0,0,0,0,0,0,,0,1,,Волинська|Вінницька|Житомирська|Київська|Полтавська|Рівненська|Сумська|Тернопільська|Харківська|Хмельницька|Черкаська|Чернігівська,"• Шапка: 5–12 см у діаметрі; спочатку дзвоникоподібна, згодом плоско-розпростерта; жовтувато-іржава, з відстовбурченими лусками; поверхня луската; край підігнутий, з лусками. • Пластинки: жовтуваті → іржаво-коричневі; густі, прирослі. • Ніжка: 5–10 см × 1–2 см; циліндрична, з кільцем, луската; щільна, порожниста. • М’якоть: жовтуватий; на зламі не змінюється; з запахом редьки; смак м’який. • Споровий порошок: іржаво-коричневий.",серпень — жовтень.,
Pholiota aurivella,Лускатка золотиста,edible,0,0,0,0,0,0,,0,1,,Волинська|Вінницька|Житомирська|Київська|Полтавська|Рівненська|Сумська|Тернопільська|Харківська|Хмельницька|Черкаська|Чернігівська,"• Шапка: 5–15 см у діаметрі; спочатку дзвоникоподібна, згодом плоско-розпростерта; золотисто-жовта, з іржавими лусками; поверхня луската, слизька; край підігнутий, з лусками. • Пластинки: жовтуваті → іржаво-коричневі; густі, прирослі. • Ніжка: 5–10 см × 1–2 см; циліндрична, з кільцем, луската; щільна, порожниста. • М’якоть: жовтуватий; на зламі не змінюється; з приємним запахом; смак м’який. • Споровий порошок: іржаво-коричневий.",серпень — жовтень.,
Cortinarius violaceus,Павутинник фіолетовий,edible,0,0,0,0,0,0,,0,1,,Івано-Франківська|Волинська|Вінницька|Житомирська|Закарпатська|Київська|Львівська|Рівненська|Сумська|Тернопільська|Хмельницька|Черкаська|Чернівецька|Чернігівська,"• Шапка: 5–15 см у діаметрі; спочатку напівсферична, згодом плоско-розпростерта; темно-фіолетова, оксамитова; поверхня тонкоповстиста; край підігнутий, з кортиною. • Пластинки: фіолетові → іржаво-бурі; густі, прирослі. • Ніжка: 6–12 см × 1–2 см; циліндрична, фіолетова, з кортиною; щільна, порожниста; без кільця, з кортиною. • М’якоть: фіолетовий; на зламі не змінюється; з приємним запахом; смак м’який. • Споровий порошок: іржаво-коричневий.",серпень — жовтень.,
Cortinarius armillatus,Павутинник браслетний,edible,0,0,0,0,0,0,,0,1,,Волинська|Житомирська|Київська|Львівська|Рівненська|Сумська|Тернопільська|Хмельницька|Чернігівська,"• Шапка: 4–10 см у діаметрі; спочатку дзвоникоподібна, згодом плоско-розпростерта; іржаво-коричнева; поверхня волокниста; край підігнутий, з кортиною. • Пластинки: брудно-іржаві; густі, прирослі. • Ніжка: 6–12 см × 1–2 см; циліндрична, світло-коричнева, з цегляно-червоними кільцями (браслетами); щільна, порожниста. • М’якоть: буруватий; на зламі не змінюється; без особливого запаху; смак м’який. • Споровий порошок: іржаво-коричневий.",серпень — жовтень.,
Cortinarius triumphans,Павутинник тріумфальний,edible,0,0,0,0,0,0,,0,1,,Волинська|Житомирська|Київська|Львівська|Рівненська|Сумська|Тернопільська|Хмельницька|Чернігівська,"• Шапка: 5–12 см у діаметрі; спочатку напівсферична, згодом плоско-розпростерта; жовтувато-оранжева; поверхня слизька, гола; край підігнутий, з кортиною. • Пластинки: блідо-сірі → іржаво-бурі; густі, прирослі. • Ніжка: 6–12 см × 1–2 см; циліндрична, білувата, з кортиною; щільна, порожниста. • М’якоть: білий; на зламі не змінюється; з приємним запахом; смак м’який. • Споровий порошок: іржаво-коричневий.",серпень — жовтень.,
Inocybe rimosa,Волоконниця тріщинувата,poisonous,0,0,0,1,0,0,,0,1,,Волинська|Вінницька|Житомирська|Київська|Полтавська|Рівненська|Сумська|Тернопільська|Харківська|Хмельницька|Черкаська|Чернігівська,"• Шапка: 1–3 см у діаметрі; спочатку конусовидна, згодом плоско-розпростерта, з горбочком; біла, шовковиста; поверхня гладенька, радіально-волокниста; край рівний, тонкий. • Пластинки: білі → брудно-сірі; густі, прирослі. • Ніжка: 3–6 см × 0,2–0,4 см; циліндрична, біла; щільна, порожниста; без кільця та піхви. • М’якоть: білий; на зламі не змінюється; із запахом землі; смак м’який. • Споровий порошок: брудно-коричневий.",липень — жовтень.,
Inocybe fastigiata,Волоконниця рівновершинна,poisonous,0,0,0,1,0,0,,0,1,,Волинська|Вінницька|Житомирська|Київська|Полтавська|Рівненська|Сумська|Тернопільська|Харківська|Хмельницька|Черкаська|Чернігівська,"• Шапка: 2–6 см у діаметрі; спочатку конусовидна, згодом плоско-розпростерта, з горбочком; жовтувато-коричнева; поверхня радіально-волокниста; край рівний, розтрісканий. • Пластинки: білуваті → брудно-коричневі; густі, прирослі. • Ніжка: 4–8 см × 0,3–0,6 см; циліндрична, білувата; щільна, порожниста; без кільця та піхви. • М’якоть: білий; на зламі не змінюється; з неприємним запахом; смак м’який. • Споровий порошок: брудно-коричневий.",липень — жовтень.,
Macrolepiota rhacodes,Гриб-зонтик червоніючий,edible,0,0,0,0,0,0,,0,1,,АР Крим|Волинська|Вінницька|Житомирська|Київська|Полтавська|Рівненська|Сумська|Тернопільська|Харківська|Хмельницька|Черкаська|Чернігівська,"• Шапка: 5–15 см у діаметрі; спочатку яйцевидна, згодом конусовидно- або плоско-розпростерта; сірувато-коричнева, з великими лусками; поверхня луската; край рівний, з пластівцями. • Пластинки: білі → рожеві; густі, вільні. • Ніжка: 8–15 см × 1–2 см; циліндрична, білувата, з кільцем; щільна, порожниста. • М’якоть: білий; на зламі червоніє; з приємним запахом; смак м’який. • Споровий порошок: білий.",липень — жовтень.,
Lepiota clypeolaria,Лепіота щитоносна,inedible,0,0,0,0,0,0,,0,1,,Волинська|Житомирська|Київська|Полтавська|Рівненська|Сумська|Харківська|Чернігівська,"• Шапка: 3–8 см у діаметрі; спочатку дзвоникоподібна, згодом плоско-розпростерта; білувата, з жовтувато-коричневими лусочками; поверхня луската; край рівний, з пластівцями. • Пластинки: білі; густі, вільні. • Ніжка: 4–8 см × 0,5–1 см; циліндрична, білувата, з кільцем; щільна, порожниста. • М’якоть: білий; на зламі не змінюється; без особливого запаху; смак м’який. • Споровий порошок: білий.",серпень — жовтень.,
Lepiota cristata,Лепіота гребінчаста,poisonous,0,0,0,1,0,0,,0,1,,Волинська|Житомирська|Київська|Полтавська|Рівненська|Сумська|Харківська|Чернігівська,"• Шапка: 2–5 см у діаметрі; спочатку дзвоникоподібна, згодом плоско-розпростерта; білувата, з червонувато-коричневими лусочками; поверхня луската; край рівний, з пластівцями. • Пластинки: білі; густі, вільні. • Ніжка: 3–6 см × 0,2–0,4 см; циліндрична, білувата, з кільцем; щільна, порожниста. • М’якоть: білий; на зламі не змінюється; з неприємним запахом; смак м’який. • Споровий порошок: білий.",серпень — жовтень.,
Lepiota felina,Лепіота котяча,inedible,0,0,0,0,0,0,,0,1,,Волинська|Житомирська|Київська|Рівненська,"• Шапка: 2–4 см у діаметрі; спочатку дзвоникоподібна, згодом плоско-розпростерта; білувата, з чорнуватими лусочками; поверхня луската; край рівний, з пластівцями. • Пластинки: білі; густі, вільні. • Ніжка: 3–5 см × 0,2–0,4 см; циліндрична, білувата, з кільцем; щільна, порожниста. • М’якоть: білий; на зламі не змінюється; без особливого запаху; смак м’який. • Споровий порошок: білий.",серпень — жовтень.,
Lepiota lilacea,Лепіота лілова,inedible,0,0,0,0,0,0,,0,1,,АР Крим|Житомирська|Київська|Кіровоградська|Полтавська|Рівненська|Харківська|Хмельницька,"• Шапка: 2–4 см у діаметрі; спочатку дзвоникоподібна, згодом плоско-розпростерта; сірувато- або червонувато-коричнева, лілувата; поверхня луската; край рівний, з пластівцями. • Пластинки: білі; густі, вільні. • Ніжка: 2–4 см × 0,2–0,4 см; циліндрична, білувата, з кільцем; щільна, порожниста. • М’якоть: рожевуватий; на зламі не змінюється; з приємним запахом; смак м’який. • Споровий порошок: білий.",серпень — жовтень.,
Lyophyllum decastes,Ліофіл груповий,edible,0,0,0,0,0,0,,0,1,,Волинська|Вінницька|Житомирська|Київська|Полтавська|Рівненська|Сумська|Тернопільська|Харківська|Хмельницька|Черкаська|Чернігівська,"• Шапка: 6–18 см у діаметрі; спочатку опукла, згодом плоско-розпростерта; коричнево-сіра, гола; поверхня гладенька, злегка волокниста; край рівний, тонкий, іноді хвилястий. • Пластинки: коричневі → жовтуваті; густі, прирослі. • Ніжка: 7–13 см × 1–3 см; циліндрична, білувата; щільна, волокниста; без кільця та піхви. • М’якоть: білий, щільний; на зламі не змінюється; з приємним запахом; смак м’який. • Споровий порошок: білий.",серпень — жовтень.,
Lyophyllum connatum,Ліофіл зрослий,edible,0,0,0,0,0,0,,0,1,,Кіровоградська|Полтавська|Харківська,"• Шапка: 3–16 см у діаметрі; спочатку опукла, згодом плоско-розпростерта; біла, блискуча; поверхня гладенька; край рівний, тонкий. • Пластинки: білі → сірувато-кремові; густі, прирослі. • Ніжка: 4–10 см × 0,6–2 см; циліндрична, біла; щільна, волокниста; без кільця та піхви. • М’якоть: білий, щільний; на зламі не змінюється; з приємним парфумерним запахом; смак м’який. • Споровий порошок: білий.",серпень — жовтень.,
Lyophyllum ulmarium,Ліофіл в'язовий,edible,0,0,0,0,0,0,,0,1,,Кіровоградська|Полтавська|Харківська,"• Шапка: 7–25 см у діаметрі; спочатку опукла, згодом плоско-розпростерта; біла, кремова, коричнювата; поверхня гладенька; край рівний, тонкий. • Пластинки: білі; густі, прирослі. • Ніжка: 5–8 см × 2–3 см; циліндрична, білувата; щільна, волокниста; без кільця та піхви. • М’якоть: білий, жорсткуватий; на зламі не змінюється; з приємним запахом; смак м’який. • Споровий порошок: білий.",серпень — жовтень.,
Lyophyllum loricatum,Ліофіл панцирний,edible,0,0,0,0,0,0,,0,1,,Кіровоградська|Полтавська|Харківська,"• Шапка: 5–10 см у діаметрі; спочатку опукла, згодом плоско-розпростерта; каштаново-бура, чорнувата, зернисто-складчаста; поверхня складчаста; край рівний, тонкий. • Пластинки: брудно-білуваті; густі, прирослі. • Ніжка: 5–10 см × 0,1–0,15 см; циліндрична, світло-коричнювата; щільна, волокниста; без кільця та піхви. • М’якоть: крихкий, гіркуватий; на зламі не змінюється; без особливого запаху; смак гіркуватий. • Споровий порошок: білий.",серпень — жовтень.,
Lyophyllum immundum,Ліофіл чорніючий,edible,0,0,0,0,0,0,,0,1,,Івано-Франківська|Волинська|Вінницька|Житомирська|Закарпатська|Київська|Львівська|Рівненська|Тернопільська|Хмельницька|Черкаська|Чернівецька,"• Шапка: 4–8 см у діаметрі; спочатку опукла, згодом плоско-розпростерта; брудно-сіра, світло-коричнева; поверхня гладенька; край рівний, тонкий. • Пластинки: білуваті, при дотику чорніють; густі, прирослі. • Ніжка: 4–10 см × 0,6–1,2 см; циліндрична, світло-сіро-коричнева; щільна, волокниста; без кільця та піхви. • М’якоть: на повітрі чорніє; на зламі не змінюється; без особливого запаху; смак м’який. • Споровий порошок: білий.",серпень — жовтень.,
Pleurotus cornucopiae,Плеврот рясний,edible,0,0,0,0,0,0,,0,1,,Волинська|Вінницька|Дніпропетровська|Донецька|Житомирська|Запорізька|Київська|Кіровоградська|Луганська|Миколаївська|Одеська|Полтавська|Рівненська|Сумська|Тернопільська|Харківська|Хмельницька|Черкаська|Чернігівська,"• Шапка: 4–12 см у діаметрі; увігнуто-розпростерта, лійковидна; білувата, жовтувата, світло-вохряна; поверхня гладенька; край рівний, тонкий. • Пластинки: білі, вузькі, низько спускаються на ніжку, з анастомозами; густі. • Ніжка: коротка, ексцентрична, іноді центральна; білувата; щільна, волокниста; без кільця та піхви. • М’якоть: білуватий, щільний; на зламі не змінюється; з запахом борошна; смак м’який. • Споровий порошок: рожевуватий.",травень — жовтень.,
Pleurotus calyptratus,Плеврот ковпаковидний,edible,0,0,0,0,0,0,,0,1,,Дніпропетровська|Донецька|Запорізька|Луганська|Миколаївська|Одеська|Херсонська,"• Шапка: 3–10 см у діаметрі; сидяча, бічна, м’ясиста; сірувато-коричнювата; поверхня гладенька, шовковиста, при зволоженні клейка; край рівний, тонкий. • Пластинки: кремово-білуваті, при підсиханні жовті; густі, низько спускаються. • Ніжка: дуже коротка або відсутня; білувата. • М’якоть: білуватий, щільний; на зламі не змінюється; без особливого запаху; смак м’який. • Споровий порошок: білий.",травень — жовтень.,
Pleurotus eryngii,Плеврот миколайчиковий,edible,0,0,0,0,0,0,,0,1,,Дніпропетровська|Донецька|Запорізька|Луганська|Миколаївська|Одеська|Херсонська,"• Шапка: 4–7 см у діаметрі; опукло- або увігнуто-розпростерта; жовтувато-сірувата, коричнювата; поверхня гладенька; край рівний, тонкий. • Пластинки: білуваті, сіруваті; густі, прирослі. • Ніжка: центральна, ексцентрична; біла; щільна, волокниста; без кільця та піхви. • М’якоть: білий, щільний; на зламі не змінюється; з приємним запахом; смак м’який. • Споровий порошок: білий.",травень — жовтень.,
Lentinus tigrinus,Лентин тигровий,edible,0,0,0,0,0,0,,0,1,,Волинська|Вінницька|Дніпропетровська|Донецька|Житомирська|Запорізька|Київська|Кіровоградська|Луганська|Полтавська|Рівненська|Тернопільська|Харківська|Хмельницька|Черкаська,"• Шапка: 4–10 см у діаметрі; б.-м. лійковидна; сірувато- або вохряно-біла, згодом світлішає; поверхня волокниста, вкрита темно-коричневими лусками; край рівний, тонкий. • Пластинки: білі → жовті; густі, прирослі. • Ніжка: 3–6 см × 0,3–1,8 см; ексцентрична або центральна, донизу звужена; пружна, з кільцем, що швидко зникає, дрібно-темнолуската. • М’якоть: білий, щільний; на зламі не змінюється; зі слабким приємним запахом; смак м’який. • Споровий порошок: білий.",серпень — жовтень.,
Lentinus cyathiformis,Лентин бокаловидний,edible,0,0,0,0,0,0,,0,1,,Дніпропетровська|Донецька|Запорізька|Кіровоградська|Луганська|Полтавська|Харківська,"• Шапка: (5) 10–20 см у діаметрі; товсто-щільном’ясиста, плоско- або увігнуто-розпростерта, іноді асиметрична; кремова, жовтувата, світло-вохряно-червонувата; поверхня тонколуската; край рівний, тонкий. • Пластинки: кремові, вузькі, дуже низько спускаються на ніжку; густі, часто вилочковидно розгалужені. • Ніжка: до 15 см завдовжки, до 1,5 см завтовшки; центральна або ексцентрична; вгорі білобородавчаста, внизу червонуватопластівчаста; щільна. • М’якоть: білий, щільний, еластичний; на зламі не змінюється; без особливого запаху; смак м’який. • Споровий порошок: білий.",серпень — жовтень.,
Lentinus lepideus,Лентин лускатий,edible,0,0,0,0,0,0,,0,1,,Івано-Франківська|Волинська|Дніпропетровська|Донецька|Житомирська|Закарпатська|Запорізька|Київська|Луганська|Львівська|Полтавська|Рівненська|Харківська|Чернівецька,"• Шапка: 5–12 см у діаметрі; опукло-, плоско- або увігнуто-розпростерта; жовтувата, блідо-вохряно-кремова, кольору шкіри; поверхня крупно-коричнево-луската; край рівний, тонкий. • Пластинки: лимонно-жовтуваті, з часом брудно-жовті; густі, прирослі. • Ніжка: 4–6 см × 2 см; центральна, ексцентрична; з кільцем, що швидко зникає, луската; щільна. • М’якоть: білий, дуже щільний; на зламі не змінюється; з приємним запахом; смак м’який. • Споровий порошок: білий.",червень — листопад.,
